Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
SLGN,Silgan Holdings Inc,Containers & Packaging,51.73,0.05,1.00,10.00,0,0,1,1,0,0,1,1,-0.27,3.57,6.86,20.35,0.98,2.81,10.20,68.96,14.52,3.52,13.26,9.27,10.09,2.69,1.46,11.55
SBXD,SilverBox Corp IV,Holding Companies,10.26,-0.19,1.00,0.00,0,0,,0,0,,,,-5.02,7.09,0.00,--,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SMWB,Similarweb Ltd,Software & IT Services,7.51,2.45,-7.00,-1.00,0,0,,0.5,0,,1,1,-7.22,-20.33,-15.33,--,2.44,26.26,0.00,0.00,-83.47,-7.87,0.00,0.00,0.00,0.00,0.00,0.00
SPG,Simon Property Group Inc,Residential & Commercial REITs,158.51,-3.12,-5.00,10.00,1,1,0,0.5,0,1,0.5,1,-5.06,-11.41,-1.85,20.35,8.60,20.10,13.74,88.34,72.81,7.15,-14.46,11.92,5.21,2.80,5.32,-0.61
SSD,Simpson Manufacturing Co Inc,Homebuilding & Construction Supplies,153.83,-4.69,-2.00,-12.00,0,0,0,1,0,0,0.5,1,-5.47,-4.51,-18.00,20.23,2.90,3.54,15.86,16.94,18.10,11.71,6.58,9.63,2.65,6.05,0.75,4.10
SPNT,Siriuspoint Ltd,Insurance,16.62,-2.25,-3.00,37.00,1,0,0,1,0,1,0,,8.25,43.37,29.27,19.63,0.78,1.22,13.57,24.66,6.94,1.33,109.62,12.39,0.00,6.01,0.00,0.00
SITC,Site Centers Corp,Residential & Commercial REITs,11.98,-4.86,-6.00,-13.00,0,0,1,0.5,0,0,0.5,0,-7.45,-16.41,-3.79,1.13,2.73,1.18,0.95,36.73,44.29,23.30,0.00,21.82,-62.51,17.56,0.00,0.00
SITE,SiteOne Landscape Supply Inc,Food & Tobacco,115.02,-5.76,-6.00,-29.00,0,0,,1,0,0,0.5,0,-7.14,-13.93,-32.45,45.90,1.13,3.36,20.13,28.86,7.64,3.72,21.77,25.45,4.58,4.62,0.00,0.00
STR^I16,Sitio Royalties Corp,Oil & Gas,17.53,-7.37,-15.00,-28.00,-1,0,,0.5,0,-1,0.5,-1,-6.33,-10.38,-31.54,32.89,4.05,1.82,6.09,24.59,2.78,2.19,-32.65,-3.03,-8.98,-0.41,7.84,-10.69
FUN,Six Flags Entertainment Corp,Hotels & Entertainment Services,35.55,-5.63,2.00,-12.00,0,0,0,0.5,1,-1,0.5,1,-9.61,-21.81,-28.82,--,1.25,1.91,29.90,71.66,-57.56,-5.13,0.00,27.22,24.29,4.42,0.00,0.00
TSLX,Sixth Street Specialty Lending Inc,Collective Investments ,21.02,0.63,-6.00,-4.00,1,0,,1,0,-1,1,1,1.14,1.86,-4.07,11.88,4.38,1.32,0.00,53.53,11.06,5.06,-10.04,-4.65,-7.40,-2.71,9.27,2.82
SKM,SK Telecom Co Ltd (ADR),Telecommunications Services,21.14,0.25,6.00,9.00,0,0,,-1,0,,0,1,-15.79,-7.46,-13.45,8.70,0.61,0.91,2.17,47.19,10.58,4.61,0.00,0.00,0.00,0.00,5.26,0.00
SKX,Skechers USA Inc,Textiles & Apparel,48.11,-0.06,-16.00,-27.00,1,1,0,1,0,1,0.5,1,15.38,-1.01,-16.92,14.91,1.02,2.06,9.94,10.32,14.67,8.81,-14.42,5.06,6.77,6.94,0.00,0.00
SKIL,Skillsoft Corp,Professional & Business Education,20.26,-14.15,6.00,188.00,0,0,,0,0,,,1,-13.06,-24.85,101.09,--,0.31,1.76,19.07,86.09,-81.43,-10.25,63.28,32.23,1.16,2.46,0.00,0.00
SKLZ,Skillz Inc,Software & IT Services,4.95,1.87,6.00,-22.00,0,0,,1,0,0,0.5,0,28.11,9.22,-7.32,--,1.09,0.64,0.00,42.27,-25.25,-12.69,0.00,0.00,0.00,0.00,0.00,0.00
SKYH,Sky Harbour Group Corp,Transport Infrastructure,10.91,-12.00,-20.00,22.00,-1,0,,1,0,-1,1,1,-8.15,2.45,-12.47,--,45.87,8.38,0.00,52.90,-42.87,-8.34,0.00,0.00,0.00,0.00,0.00,0.00
SLG,SL Green Realty Corp,Residential & Commercial REITs,54.27,-4.79,-6.00,7.00,0,0,-1,0.5,0,0,0.5,1,-4.82,-10.25,-2.69,--,4.18,1.09,19.95,47.21,-0.81,-0.09,0.00,32.67,-31.44,2.45,5.59,-2.98
SM,SM Energy Co,Oil & Gas,23.60,-5.62,-20.00,-54.00,1,0,-1,0.5,0,0,0.5,1,-6.07,-34.59,-56.47,3.25,0.89,0.60,1.53,38.42,20.28,10.82,-17.65,-3.93,21.30,0.45,3.45,49.23
SMBK,SmartFinancial Inc,Banking Services,30.12,-3.40,-4.00,46.00,0,0,,0,0,,0,,-2.86,-7.75,21.72,13.87,2.99,1.05,10.84,0.00,7.82,0.73,31.40,12.87,15.01,9.48,1.02,26.19
SMRT,SmartRent Inc,Integrated Hardware & Software,0.92,8.40,-21.00,-62.00,0,0,,0,0,,0,1,-14.09,-44.28,-71.45,--,0.92,0.62,0.00,0.00,-22.66,-15.53,0.00,0.00,0.00,0.00,0.00,0.00
SNN,Smith & Nephew PLC (ADR),Healthcare Equipment & Supplies,26.80,-1.22,-5.00,9.00,0,0,,-0.5,0,,0.5,1,-1.25,15.63,0.66,30.19,2.15,2.36,11.80,38.68,7.86,4.05,0.00,0.00,0.00,0.00,2.64,0.00
SDHC,Smith Douglas Homes Corp,Homebuilding & Construction Supplies,19.88,-8.48,3.00,-28.00,1,0,,0,0,,0,1,-21.62,-25.89,-42.91,13.21,0.86,11.26,7.73,9.48,23.11,24.05,0.00,0.00,0.00,0.00,0.00,0.00
SW,Smurfit WestRock PLC,Containers & Packaging,42.55,-4.61,-5.00,18.00,0,1,0,0,1,0,1,1,-1.63,-13.90,-13.99,45.99,0.90,1.30,9.56,44.29,4.25,1.74,18.60,24.74,48.84,3.07,3.87,0.00
SNAP,Snap Inc,Software & IT Services,8.83,-1.75,-4.00,-41.00,0,0,0,0.5,0,0,0,0,-4.99,-17.34,-51.87,--,2.55,6.15,0.00,60.99,-23.97,-7.22,-13.79,44.00,8.96,10.73,0.00,0.00
SNA,Snap-On Inc,"Machinery, Equipment & Components",309.79,-2.06,-6.00,14.00,0,0,0,0.5,0,0,0.5,1,-2.97,-0.65,5.63,16.81,3.31,3.04,14.69,17.86,19.15,13.29,-3.90,7.47,-0.64,4.51,2.67,14.46
SNOW,Snowflake Inc,Software & IT Services,158.96,11.05,5.00,0.00,0,0,-1,1,0,0,1,1,20.23,15.03,13.00,--,17.66,28.19,0.00,48.49,-40.16,-18.13,31.33,42.20,24.55,22.74,0.00,0.00
SQM,Sociedad Quimica y Minr de Chile SA(ADR),Chemicals,34.72,-5.07,-11.00,-19.00,0,0,,-1,0,-1,0.5,1,-12.77,-12.41,-36.33,--,2.07,0.00,0.00,48.11,-7.56,-3.43,0.00,57.53,0.11,22.01,0.00,0.00
SHCO,Soho House & Co Inc,Software & IT Services,5.80,-2.49,-5.00,4.00,0,0,,1,0,0,0.5,1,2.75,-14.76,9.78,--,0.99,0.00,0.00,150.96,0.00,-4.56,0.00,0.00,0.00,0.00,0.00,0.00
SEI,Solaris Energy Infrastructure Inc,Oil & Gas Related Equipment and Services,20.57,12.57,-9.00,115.00,0,0,,1,0,0,1,1,18.66,-9.24,158.40,58.52,4.62,4.75,18.24,32.31,5.62,4.36,18.00,142.37,64.78,41.54,1.89,3.46
SOLV,Solventum Corp,Healthcare Equipment & Supplies,66.07,-0.38,-12.00,3.00,1,0,0,0,0,0,0.5,1,1.02,2.13,6.65,33.39,1.51,3.85,13.62,70.81,10.66,2.59,-17.01,5.94,2.05,-0.08,0.00,0.00
SGI,Somnigroup International Inc,Household Goods,60.94,-2.49,4.00,22.00,0,0,0,1,0,0,1,1,-2.17,3.03,14.36,41.18,2.50,4.88,29.12,64.66,17.92,3.47,-3.14,23.08,50.03,5.96,0.93,0.00
SAH,Sonic Automotive Inc,Other Specialty Retailers,61.06,-2.30,9.00,-3.00,0,0,0,1,0,1,0.5,0,4.96,-2.67,7.78,9.61,0.16,2.09,5.73,77.74,24.52,4.34,10.89,11.92,3.41,3.68,2.08,25.59
SNDA,Sonida Senior Living Inc,Healthcare Providers & Services,22.40,-5.81,-2.00,-32.00,0,0,,0,0,-1,0,1,3.74,2.51,-25.89,--,1.41,7.91,1528.47,84.88,-527.25,-5.93,-466.67,8.17,9.72,6.76,0.00,0.00
SON,Sonoco Products Co,Containers & Packaging,46.45,-1.57,-1.00,-18.00,0,0,0,0.5,0,0,1,1,-8.73,2.16,-33.10,87.78,0.83,1.82,11.46,74.32,2.13,0.41,22.29,9.53,43.44,0.62,4.70,4.02
SONY,Sony Group Corp (ADR),"Computers, Phones & Household Electronics",25.28,1.85,0.00,52.00,0,0,,0.5,0,,0.5,1,-5.33,6.44,41.58,19.39,1.74,2.69,9.74,33.04,14.48,3.34,-1.61,9.02,3.36,1.79,0.31,15.55
SOS,Sos Ltd - ADR,Investment Banking & Investment Services,4.68,13.69,5.00,-73.00,0,0,,0,0,,,,29.66,15.65,-65.15,--,0.13,0.05,0.00,0.00,-3.14,-3.36,0.00,0.00,0.00,0.00,0.00,0.00
SOUL/U,Soulpower Acquisition Corp,Holding Companies,10.06,0.25,0.00,0.00,0,0,,0,0,,,,-5.60,0.00,0.00,--,0.00,0.00,0.00,214.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPMC,Sound Point Meridian Capital Inc,Collective Investments ,18.98,-3.88,-5.00,0.00,0,0,,0,0,,0.5,1,-11.41,-12.19,0.00,--,0.00,0.92,0.00,9.17,0.00,0.00,0.00,0.00,0.00,0.00,16.60,0.00
SOR,Source Capital Inc,Collective Investments ,41.21,-0.93,-1.00,0.00,0,0,,1,0,,,,-4.46,3.35,-4.37,8.85,16.88,0.97,0.00,0.00,10.92,10.55,0.00,0.00,0.00,0.00,5.92,20.11
SO,Southern Co,Electrical Utilities & IPPs,90.75,1.67,-1.00,24.00,0,1,0,-1,0,0,0,1,-8.39,5.93,2.56,21.28,3.51,2.89,10.43,64.83,14.01,3.09,5.68,6.54,3.39,4.08,3.33,3.06
SCCO,Southern Copper Corp,Metals & Mining,93.82,-1.94,0.00,-17.00,0,0,,0.5,0,-1,0,1,-10.54,-2.25,-27.53,20.01,6.08,8.36,16.31,42.92,41.93,19.66,2.33,0.91,2.84,0.25,2.93,12.33
SBSI,Southside Bancshares Inc,Banking Services,28.53,-5.95,-2.00,34.00,0,0,0,1,0,0,0,1,-7.88,-4.24,-6.29,9.66,3.28,1.05,8.57,0.00,11.03,1.06,-3.78,5.71,6.71,5.20,5.12,3.20
SSB,SouthState Corp,Banking Services,87.49,-3.37,-5.00,12.00,0,0,0,0.5,0,0,1,1,-8.03,-9.17,2.07,13.87,4.62,1.03,15.21,0.00,7.18,0.92,18.59,8.54,51.51,5.57,2.46,4.89
LUV,Southwest Airlines Co,Passenger Transportation Services,26.65,-2.01,-21.00,-2.00,0,1,1,1,1,1,0,1,10.74,6.77,1.69,37.47,0.64,1.91,8.12,41.68,5.58,1.58,20.83,112.07,2.06,6.77,2.31,0.57
SWX,Southwest Gas Holdings Inc,Natural Gas Utilities,72.75,-0.12,-1.00,-3.00,0,1,0,-1,0,0,0,1,-11.40,-6.11,-19.00,22.15,1.03,1.39,7.38,57.31,6.49,1.89,17.72,11.56,1.65,3.64,3.59,2.85
SPE,Special Opportunities Fund Inc,Collective Investments ,14.46,-0.92,-3.00,16.00,0,0,,0,0,,,,-2.47,0.88,4.10,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.00
SPB,Spectrum Brands Holdings Inc,Household Goods,62.74,-9.34,-12.00,-24.00,1,0,,0.5,0,-1,1,1,-11.78,-22.55,-42.56,28.84,0.50,0.78,9.25,25.39,2.79,1.41,12.56,16.85,-3.20,-1.49,3.21,0.00
SPHR,Sphere Entertainment Co,Media & Publishing,29.56,0.13,-13.00,-27.00,0,0,,1,0,0,0.5,1,33.33,-16.92,-8.55,--,1.24,0.63,0.00,38.29,-16.77,-8.25,0.00,0.00,0.00,0.00,0.00,0.00
SPIR,Spire Global Inc,Telecommunications Services,10.48,-3.75,30.00,7.00,0,0,,0.5,0,-1,0.5,1,10.18,1.39,21.37,--,3.70,66.00,0.00,94.74,-337.63,-42.47,28.96,67.52,-19.55,8.40,0.00,0.00
SR,Spire Inc,Natural Gas Utilities,77.39,1.21,-2.00,25.00,0,0,0,-1,0,0,0.5,1,-11.52,4.05,7.63,18.13,1.77,1.33,8.15,57.48,7.39,2.29,11.62,10.85,0.40,7.08,4.27,4.97
SPR,Spirit AeroSystems Holdings Inc,Aerospace & Defense,35.80,-0.56,0.00,7.00,0,0,,1,0,0,0.5,1,0.44,13.20,7.46,--,0.71,0.00,0.00,373.13,0.00,-32.25,90.95,0.00,23.95,14.35,0.00,0.00
SPOT,Spotify Technology SA,Software & IT Services,597.73,-0.54,11.00,114.00,1,0,,1,1,0,0.5,1,-1.34,4.71,93.61,100.90,7.12,18.53,90.07,25.18,24.40,10.72,0.00,0.00,0.00,0.00,0.00,0.00
CXM,Sprinklr Inc,Software & IT Services,7.68,-3.30,-9.00,-36.00,0,0,0,1,0,0,0,0,2.37,-5.74,-38.89,18.44,2.65,3.42,15.06,0.00,18.83,10.10,0.00,0.00,0.00,0.00,0.00,0.00
SPRU,Spruce Power Holding Corp,Electrical Utilities & IPPs,1.99,8.47,-21.00,-56.00,-1,0,,0,0,,,,-7.56,-20.84,-50.87,--,0.39,0.27,0.00,84.26,-49.28,-9.52,0.00,0.00,0.00,0.00,0.00,0.00
SPXC,SPX Technologies Inc,"Machinery, Equipment & Components",133.13,-2.97,3.00,10.00,0,0,0,1,0,1,1,1,5.37,6.97,-4.83,34.63,3.50,4.85,23.18,39.95,15.24,6.88,0.00,0.00,0.00,0.00,0.00,0.00
STEW,SRH Total Return Fund Inc,Collective Investments ,17.07,-1.81,-1.00,19.00,0,0,,1,0,,,,-3.39,8.39,8.56,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00
JOE,St Joe Co,Real Estate Operations,42.66,-6.52,-8.00,-27.00,0,0,0,0.5,0,0,,1,-3.53,-4.31,-31.61,32.48,6.16,3.46,20.44,45.38,10.96,4.92,0.00,0.00,0.00,0.00,1.29,0.00
STAG,Stag Industrial Inc,Residential & Commercial REITs,32.84,-3.41,-8.00,-5.00,0,0,1,0.5,0,0,0.5,1,-2.86,2.15,-13.43,25.88,8.14,1.84,11.74,46.12,7.15,3.79,9.62,-8.77,9.25,8.85,4.35,0.20
SMP,Standard Motor Products Inc,Automobiles & Auto Parts,23.94,-2.37,-3.00,-26.00,0,0,0,1,0,0,0.5,1,11.74,-4.64,-15.16,11.15,0.41,0.99,6.83,49.93,9.00,3.57,13.25,16.99,17.36,3.11,4.30,5.10
SARO,"StandardAero, Inc.",Aerospace & Defense,26.78,-7.32,-3.00,0.00,0,0,,0,0,,0.5,1,0.11,7.68,0.00,128.66,1.72,3.84,39.34,48.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SXI,Standex International Corp,"Machinery, Equipment & Components",140.14,-4.93,-14.00,-21.00,1,0,0,0.5,0,0,1,1,-0.39,-17.42,-20.64,29.11,2.38,2.57,18.87,44.78,9.29,4.86,9.27,13.45,8.58,12.90,0.87,8.63
SWK,Stanley Black & Decker Inc,"Machinery, Equipment & Components",61.28,-6.17,-19.00,-31.00,0,0,0,0.5,0,0,0.5,1,0.59,-22.75,-30.87,28.17,0.67,1.16,10.98,43.26,4.03,1.54,-1.83,33.41,1.64,4.47,4.94,3.84
SGU,Star Group LP,Oil & Gas,12.45,-1.61,-6.00,13.00,0,0,,-1,0,0,,1,-9.10,-1.58,11.05,7.15,0.23,1.13,4.05,37.34,16.51,7.27,0.00,0.00,0.00,0.00,6.07,6.68
STWD,Starwood Property Trust Inc,Residential & Commercial REITs,19.12,-3.38,-5.00,-3.00,0,0,1,1,0,-1,1,1,-3.18,1.43,-11.48,20.46,3.51,1.03,17.17,71.94,4.90,0.52,-9.90,8.79,-9.21,4.36,9.87,-3.32
STT,State Street Corp,Investment Banking & Investment Services,87.57,-1.87,-2.00,19.00,1,1,1,1,1,1,0.5,1,3.31,1.27,14.44,10.82,2.12,1.20,7.67,0.00,11.81,0.81,8.88,10.17,2.89,3.20,3.15,7.96
SCS,Steelcase Inc,Professional & Commercial Services  ,9.86,-3.33,-11.00,-18.00,1,0,,-1,0,0,0.5,1,-4.23,-14.49,-30.20,10.04,0.37,1.21,5.77,31.96,12.70,5.29,-5.36,20.75,3.16,4.11,3.94,-7.16
STEL,Stellar Bancorp Inc,Banking Services,25.34,-3.05,-6.00,15.00,0,0,0,1,0,0,0.5,,-7.23,-3.46,6.21,12.56,3.21,0.86,9.47,0.00,7.23,1.07,-16.36,5.43,-1.33,3.80,2.10,5.79
SCM,Stellus Capital Investment Corp,Collective Investments ,13.40,-0.60,-7.00,-6.00,1,0,,0.5,0,-1,0,0,-5.40,-9.83,-13.89,9.26,3.64,1.00,0.00,62.60,10.83,3.87,-12.20,-11.81,4.04,4.32,12.05,4.97
STEM,Stem Inc,Renewable Energy,0.42,-15.99,7.00,-77.00,-1,0,,1,0,0,0,-1,5.06,-27.50,-69.61,--,0.50,0.00,0.00,354.02,0.00,-95.47,89.98,28.30,3.65,19.60,0.00,0.00
SCL,Stepan Co,Chemicals,48.19,-0.72,-13.00,-43.00,0,0,0,0.5,0,-1,,1,5.99,-10.08,-43.17,22.38,0.56,1.03,7.29,35.45,4.65,2.36,42.73,31.85,7.97,6.63,2.81,8.06
STE^K15,Steris PLC,Healthcare Equipment & Supplies,225.26,-1.25,1.00,10.00,0,0,0,0.5,0,0,0.5,1,1.12,15.63,-3.96,39.58,4.39,3.62,29.26,23.60,9.45,5.77,7.40,8.58,6.40,6.43,0.94,8.99
STVN,Stevanato Group SpA,Healthcare Equipment & Supplies,21.58,-3.04,6.00,-22.00,-1,0,,0.5,0,-1,0.5,1,-3.03,15.66,5.93,46.25,4.95,3.90,27.93,23.40,9.29,5.35,0.00,0.00,0.00,0.00,0.27,0.00
STC,Stewart Information Services Corp,Insurance,64.96,-7.90,-10.00,4.00,1,0,1,-1,0,-1,0,,-12.84,-6.96,-14.57,23.41,0.67,1.21,11.40,24.05,5.31,3.26,36.12,41.01,10.75,12.21,3.29,10.20
SF,Stifel Financial Corp,Investment Banking & Investment Services,85.99,-3.95,-9.00,9.00,0,0,1,1,0,0,0.5,1,3.26,-7.89,4.44,18.00,1.62,2.00,14.54,85.18,12.36,1.58,-6.02,37.81,3.73,9.94,1.95,33.24
STM,STMicroelectronics NV (ADR),Semiconductors & Semiconductor Equipment ,23.15,-2.97,5.00,-44.00,0,0,,1,0,-1,0.5,0,1.29,-6.56,-45.89,21.47,1.88,1.27,8.07,13.81,6.33,4.45,-59.04,119.12,-13.90,12.25,1.07,6.58
SRI,Stoneridge Inc,Automobiles & Auto Parts,3.94,-3.80,-15.00,-75.00,0,0,,1,0,0,0.5,,15.50,13.19,-73.80,--,0.15,0.53,8.31,44.53,-6.63,-2.64,31.91,0.00,-2.47,10.18,0.00,0.00
LRN,Stride Inc,Miscellaneous Educational Service Providers,140.86,0.40,12.00,110.00,1,0,0,1,0,0,1,1,3.84,16.39,101.45,24.07,2.94,4.74,16.22,26.56,23.76,14.71,40.09,12.18,16.24,8.36,0.00,0.00
SYK,Stryker Corp,Healthcare Equipment & Supplies,366.49,-3.55,0.00,9.00,1,1,0,1,1,1,1,1,-1.63,2.51,2.45,51.05,6.23,6.91,36.87,44.50,14.26,6.69,9.43,10.94,9.60,8.35,0.89,9.27
MSC^F10,Studio City International Hldg Ltd (ADR),Hotels & Entertainment Services,2.88,-6.47,-16.00,-57.00,0,0,,0,0,,,,-10.22,-25.83,-67.18,--,0.94,1.07,6.09,77.68,-16.16,-3.52,0.00,0.00,0.00,0.00,0.00,0.00
RGR,Sturm Ruger & Company Inc,Leisure Products,40.11,-3.55,2.00,-13.00,-1,0,0,-1,0,-1,0.5,1,-16.37,-5.65,-24.71,19.57,1.11,1.85,11.39,0.00,9.56,8.18,17.51,9.13,-1.20,1.89,2.01,-3.11
SPH,Suburban Propane Partners LP,Oil & Gas,20.22,-2.83,-5.00,3.00,0,1,0,-1,0,0,0,1,-14.42,-10.19,-11.14,13.09,0.86,1.82,7.50,65.82,14.42,4.00,26.32,14.58,6.92,1.76,6.89,-11.54
SMFG,Sumitomo Mitsui Financial Group Inc(ADR),Banking Services,14.13,1.56,-12.00,24.00,0,0,,0.5,0,,,1,1.71,0.09,8.49,11.92,2.49,0.94,9.50,0.00,8.02,0.39,17.65,172.86,0.00,3.62,2.73,0.00
INN,Summit Hotel Properties Inc,Residential & Commercial REITs,4.07,-7.51,-26.00,-35.00,0,0,-1,0.5,0,0,0,1,-0.66,-32.60,-36.88,19.06,0.65,0.51,2.80,50.90,2.43,1.25,0.00,-350.00,1.90,2.49,7.64,-14.97
SMC,Summit Midstream Corp,Oil & Gas Related Equipment and Services,29.94,-8.52,-13.00,0.00,0,0,,-1,0,-1,,1,-14.75,-37.45,-23.54,--,0.74,0.74,0.00,49.57,-44.04,-10.93,0.00,0.00,0.00,0.00,0.00,0.00
SUI,Sun Communities Inc,Residential & Commercial REITs,123.26,-1.84,-6.00,3.00,0,0,,-1,0,0,0.5,1,-5.55,1.59,-8.77,151.57,5.03,2.12,20.98,50.32,1.28,0.59,130.99,56.10,-23.26,2.06,3.16,-6.47
SXC^K09,SunCoke Energy Inc,Metals & Mining,9.68,-5.43,5.00,-10.00,1,0,0,-1,0,0,0.5,1,-18.24,-7.95,-28.22,7.66,0.38,1.03,3.27,40.82,14.26,6.13,-37.50,-2.86,-22.15,0.99,5.74,29.67
STG,Sunlands Technology Group - ADR,Miscellaneous Educational Service Providers,5.31,-1.98,-6.00,-36.00,0,0,,0,0,,,,-10.57,-19.01,-50.16,1.47,0.25,0.83,1.29,6.48,77.89,16.77,0.00,0.00,0.00,0.00,0.00,0.00
NOVA,Sunnova Energy International Inc,Renewable Energy,0.23,-13.04,-31.00,-95.00,-1,0,,0.5,0,0,0,-1,-15.18,-90.29,-96.04,--,0.03,0.01,0.00,75.93,-21.91,-3.63,12.50,-0.77,18.16,15.83,0.00,0.00
SUN^J12,Sunoco LP,Oil & Gas,58.73,-4.24,0.00,4.00,1,0,,-1,0,-1,1,1,-12.30,-0.71,-2.33,9.87,0.33,2.02,5.62,64.87,26.11,7.83,131.28,7.65,-14.46,31.49,6.54,1.25
SHO,Sunstone Hotel Investors Inc,Residential & Commercial REITs,8.30,-1.82,-13.00,-20.00,1,0,0,0.5,-1,0,0,1,0.76,-19.84,-24.15,89.47,1.86,0.96,11.64,28.83,1.07,1.14,0.00,42.86,6.84,3.67,4.16,-13.42
SUP,Superior Industries International Inc,Automobiles & Auto Parts,2.46,-7.32,10.00,-41.00,0,0,,-1,0,-1,0.5,,-78.92,-70.57,-87.24,--,0.01,0.00,0.00,97.17,0.00,-6.60,0.00,0.00,0.00,0.00,0.00,0.00
SRFM,Surf Air Mobility Inc,Passenger Transportation Services,2.52,0.80,-23.00,-19.00,0,0,,,0,,,,-5.36,-38.16,-10.14,--,0.43,0.00,0.00,0.00,0.00,-52.70,33.97,51.70,-14.67,62.23,0.00,0.00
SG,Sweetgreen Inc,Hotels & Entertainment Services,19.27,-12.94,-25.00,-21.00,0,0,,-1,0,-1,0.5,1,-34.89,-40.86,-62.18,--,2.28,3.61,0.00,0.00,-19.79,-10.66,20.25,26.98,10.64,19.96,0.00,0.00
SLVM,Sylvamo Corp,Paper & Forest Products,60.23,-0.50,-11.00,-6.00,1,0,0,0.5,0,-1,-0.5,1,-13.51,-16.34,-27.91,8.15,0.61,2.49,5.08,47.36,31.83,10.54,0.00,0.00,0.00,0.00,3.23,0.00
$SYF,Synchrony Financial,Banking Services,52.17,-5.01,-2.00,15.00,1,0,1,1,0,1,0.5,1,3.90,-5.76,19.88,7.89,1.18,1.42,6.49,0.00,19.59,2.44,-9.47,12.27,2.15,5.22,2.09,2.82
SNV,Synovus Financial Corp,Banking Services,43.51,-4.25,-7.00,17.00,1,0,1,1,0,0,0.5,1,2.42,-8.39,8.28,13.26,3.25,1.36,11.74,0.00,10.89,0.92,14.67,6.69,18.48,5.42,3.30,0.95
SYY,Sysco Corp,Food & Drug Retailing ,70.42,-0.51,-4.00,-8.00,1,0,0,-1,0,0,1,1,-6.84,5.83,-10.09,18.62,0.43,18.15,12.27,87.38,94.89,7.48,0.93,7.59,3.07,3.78,3.00,5.92
SST,System1 Inc,Software & IT Services,0.38,-12.75,9.00,-76.00,0,0,,0,0,,0.5,,13.84,-37.25,-74.62,--,0.11,0.56,0.00,79.81,-80.45,-21.99,0.00,0.00,0.00,0.00,0.00,0.00
TE^G16,T1 Energy Inc,"Machinery, Equipment & Components",1.23,-23.61,-3.00,-25.00,0,0,,0,0,-1,,1,-25.95,-47.64,-64.61,--,2.24,0.75,0.00,70.60,-10.41,-3.81,0.00,0.00,0.00,0.00,0.00,0.00
TWN,Taiwan Fund Inc,Collective Investments ,31.91,1.09,-7.00,-18.00,0,0,,0,0,,,,10.34,0.50,-16.09,8.94,41.26,0.81,0.00,0.00,8.09,8.06,0.00,0.00,0.00,0.00,0.00,0.00
TSM,Taiwan Semicndctr Mnufctrng Co Ltd (ADR),Semiconductors & Semiconductor Equipment ,163.40,1.01,0.00,19.00,0,1,1,1,0,1,1,1,12.19,2.67,14.14,23.35,8.11,6.70,12.82,19.02,31.94,20.24,30.97,13.67,29.52,15.88,1.32,0.00
TAK,Takeda Pharmaceutical Co Ltd (ADR),Pharmaceuticals,15.16,2.93,0.00,15.00,0,0,,-1,0,,,1,-10.46,8.87,0.23,62.10,1.44,0.94,7.61,39.43,1.52,0.74,0.00,0.00,0.00,0.00,4.29,0.00
TAL,TAL Education Group (ADR),Miscellaneous Educational Service Providers,9.15,6.50,-31.00,-32.00,1,0,,-1,1,-1,0.5,1,13.76,-21.04,-20.54,78.75,2.91,1.74,0.00,0.00,2.28,1.80,87.50,44.44,32.32,23.92,0.00,0.00
TALO,Talos Energy Inc,Oil & Gas,7.40,-5.82,-23.00,-48.00,-1,0,-1,1,0,0,1,1,2.97,-11.38,-38.85,55.54,0.69,0.52,1.24,33.06,0.95,0.42,0.00,0.00,0.00,0.00,0.00,0.00
SKT,Tanger Inc,Residential & Commercial REITs,32.29,-4.32,-3.00,11.00,1,0,0,-1,0,0,0.5,1,-13.86,-14.72,-2.13,34.66,6.15,5.22,14.38,70.31,15.89,3.69,5.68,8.60,2.06,4.18,4.00,-4.91
TPR,Tapestry Inc,Other Specialty Retailers,69.26,-5.11,-2.00,72.00,1,1,1,1,1,0,1,1,8.58,-4.40,72.99,20.78,2.39,10.98,15.96,64.36,40.27,8.17,18.18,6.11,4.33,2.10,1.77,0.73
